235479_4.batch|batch||COMPLETED|0:0|00:01:59|2026-07-16T15:42:25|2026-07-16T15:44:24
235479_5|amc_phase5c_iso|main|COMPLETED|0:0|00:01:25|2026-07-16T15:42:25|2026-07-16T15:43:50
235479_5.batch|batch||COMPLETED|0:0|00:01:25|2026-07-16T15:42:25|2026-07-16T15:43:50
235479_6|amc_phase5c_iso|main|COMPLETED|0:0|00:00:04|2026-07-16T15:42:25|2026-07-16T15:42:29
235479_6.batch|batch||COMPLETED|0:0|00:00:04|2026-07-16T15:42:25|2026-07-16T15:42:29
235479_7|amc_phase5c_iso|main|COMPLETED|0:0|00:00:04|2026-07-16T15:42:25|2026-07-16T15:42:29
235479_7.batch|batch||COMPLETED|0:0|00:00:04|2026-07-16T15:42:25|2026-07-16T15:42:29
235479_8|amc_phase5c_iso|main|COMPLETED|0:0|00:00:06|2026-07-16T15:42:25|2026-07-16T15:42:31
235479_8.batch|batch||COMPLETED|0:0|00:00:06|2026-07-16T15:42:25|2026-07-16T15:42:31
235479_9|amc_phase5c_iso|main|COMPLETED|0:0|00:00:06|2026-07-16T15:42:25|2026-07-16T15:42:31
235479_9.batch|batch||COMPLETED|0:0|00:00:06|2026-07-16T15:42:25|2026-07-16T15:42:31
235479_10|amc_phase5c_iso|main|COMPLETED|0:0|00:00:09|2026-07-16T15:42:25|2026-07-16T15:42:34
235479_10.batch|batch||COMPLETED|0:0|00:00:09|2026-07-16T15:42:25|2026-07-16T15:42:34
235479_11|amc_phase5c_iso|main|COMPLETED|0:0|00:00:09|2026-07-16T15:42:25|2026-07-16T15:42:34
235479_11.batch|batch||COMPLETED|0:0|00:00:09|2026-07-16T15:42:25|2026-07-16T15:42:34
