record_type,combo_index,pair,branch,threshold,model_scope,hypothesis_id,hypothesis_name,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2,baseline_adjusted_r2,delta_adjusted_r2_vs_base
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20401686,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2566111052823704,0.1881410755057466,3.747787259908269,0.001,999,bio12now.100,0.2566111052823704,0.2388701310218484,0.017740974260522,0.1881410755057466,0.1795613100625118,0.0085797654432348,0.1819041779258388,0.0062368975799078
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20401686,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2566111052823704,0.1881410755057466,3.747787259908269,0.001,999,lat,0.2566111052823704,0.2407792319167671,0.0158318733656033,0.1881410755057466,0.1816191720661255,0.0065219034396211,0.1819041779258388,0.0062368975799078
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20401686,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2566111052823704,0.1881410755057466,3.747787259908269,0.001,999,lon,0.2566111052823704,0.2447730232912738,0.0118380819910965,0.1881410755057466,0.1859241679633211,0.0022169075424255,0.1819041779258388,0.0062368975799078
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20401686,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2566111052823704,0.1881410755057466,3.747787259908269,0.001,999,compl,0.2566111052823704,0.2467545704554227,0.0098565348269477,0.1881410755057466,0.188060121400001,8.095410574560091e-05,0.1819041779258388,0.0062368975799078
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20401686,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2566111052823704,0.1881410755057466,3.747787259908269,0.001,999,N_pct,0.2566111052823704,0.2478329880116776,0.0087781172706927,0.1881410755057466,0.189222571493107,-0.0010814959873604,0.1819041779258388,0.0062368975799078
predictor_effect,7,AMF↔EUK,CLR,0.05,primary,A,abiotic_base,20400680,84,148,4126,3,"pH_KCl,N_pct,bio12now.100",0.2049931846826425,0.1751804291082415,6.876022720243358,0.001,999,pH_KCl,0.2049931846826425,0.0727254563606356,0.1322677283220068,0.1751804291082415,0.0498297886164538,0.1253506404917876,0.1751804291082415,0.0
predictor_effect,7,AMF↔EUK,CLR,0.05,primary,A,abiotic_base,20400680,84,148,4126,3,"pH_KCl,N_pct,bio12now.100",0.2049931846826425,0.1751804291082415,6.876022720243358,0.001,999,bio12now.100,0.2049931846826425,0.1845910305982421,0.0204021540844003,0.1751804291082415,0.1644574757981987,0.0107229533100428,0.1751804291082415,0.0
predictor_effect,7,AMF↔EUK,CLR,0.05,primary,A,abiotic_base,20400680,84,148,4126,3,"pH_KCl,N_pct,bio12now.100",0.2049931846826425,0.1751804291082415,6.876022720243358,0.001,999,N_pct,0.2049931846826425,0.1950293573973661,0.0099638272852763,0.1751804291082415,0.1751535390614985,2.6890046742944484e-05,0.1751804291082415,0.0
predictor_effect,7,AMF↔EUK,CLR,0.05,primary,B,abiotic_plus_alpha,20400681,84,148,4126,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2271007119850935,0.1879665708197817,5.803135196598982,0.001,999,pH_KCl,0.2271007119850935,0.1174466231044513,0.1096540888806422,0.1879665708197817,0.0843508714708681,0.1036156993489135,0.1751804291082415,0.0127861417115402
predictor_effect,7,AMF↔EUK,CLR,0.05,primary,B,abiotic_plus_alpha,20400681,84,148,4126,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2271007119850935,0.1879665708197817,5.803135196598982,0.001,999,alpha,0.2271007119850935,0.2049931846826425,0.022107527302451,0.1879665708197817,0.1751804291082415,0.0127861417115402,0.1751804291082415,0.0127861417115402
predictor_effect,7,AMF↔EUK,CLR,0.05,primary,B,abiotic_plus_alpha,20400681,84,148,4126,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2271007119850935,0.1879665708197817,5.803135196598982,0.001,999,bio12now.100,0.2271007119850935,0.2092887065475109,0.0178120054375825,0.1879665708197817,0.1796370330430425,0.0083295377767391,0.1751804291082415,0.0127861417115402
predictor_effect,7,AMF↔EUK,CLR,0.05,primary,B,abiotic_plus_alpha,20400681,84,148,4126,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2271007119850935,0.1879665708197817,5.803135196598982,0.001,999,N_pct,0.2271007119850935,0.2178785433597081,0.0092221686253853,0.1879665708197817,0.1885489887356971,-0.0005824179159154,0.1751804291082415,0.0127861417115402
